gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:status,erl:owner,erl:startDate,erl:endDate,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:status_uri,erl:specification_uri,erl:shape
ga.erl.mineview.333372,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333372,Harbour View North - Kundip,mineral deposit,ACH Global Pty Ltd.,,,"State or NT agency supplied location, method unknown",500 metres,http://www.achglobal.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333372,POINT (120.1983 -33.67890003199296)
ga.erl.mineview.333373,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333373,Mittagong-Picton,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333373,POINT (150.4511671129 -34.44528455606379)
ga.erl.mineview.333374,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333374,Coolup,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333374,POINT (115.93924 -32.76904303066357)
ga.erl.mineview.333375,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333375,Bergalia,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333375,POINT (150.1012124975 -35.97862978885055)
ga.erl.mineview.333376,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333376,Maria,mineral deposit,Gold Fields Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333376,POINT (120.56100000000002 -27.819400022717158)
ga.erl.mineview.333377,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333377,Banderol,historic mine,Monument Mining Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.monumentmining.com/s/home.asp,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333377,POINT (118.43370000000002 -27.07080002146904)
ga.erl.mineview.333378,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333378,Golden Rainbow,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333378,POINT (122.15660000000004 -29.681700025800843)
ga.erl.mineview.333380,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333380,Cork Tree Well,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333380,POINT (122.40439999999998 -28.338600023581773)
ga.erl.mineview.333381,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333381,Pine Creek,historic mine,Newmarket Gold Inc,,,method unknown,2000 metres,http://www.newmarketgoldinc.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333381,POINT (131.82871774339998 -13.825662252230495)
ga.erl.mineview.333382,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333382,Forbes,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333382,POINT (148.0159886477 -33.37989235646267)
ga.erl.mineview.333384,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333384,Kilkivan,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333384,POINT (152.1699718539 -26.076832156117067)
ga.erl.mineview.333386,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333386,Mount Carbine,under development,Specialty Metals International,,,method unknown,250 metres,http://www.specialitymetalsintl.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333386,POINT (145.131875155 -16.518296047344577)
ga.erl.mineview.333387,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333387,Munni Munni,mineral deposit,,,,"State or NT agency supplied location, method unknown",0 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333387,POINT (116.82959699999999 -21.1169890120395)
ga.erl.mineview.333388,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333388,Ranger,operating mine,Energy Resources of Australia Limited,,,satellite image,50 metres,http://www.energyres.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333388,POINT (132.9184625645 -12.67353858966761)
ga.erl.mineview.333390,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333390,Tarcoola,under development,WPG Resources Limited,,,method unknown,2000 metres,http://www.wpgresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333390,POINT (134.529982024 -30.697135508747245)
ga.erl.mineview.333391,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333391,TC8,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333391,POINT (134.1500105533 -19.627108761374444)
ga.erl.mineview.333392,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333392,Tower Hill,historic mine,St Barbara Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.stbarbara.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333392,POINT (121.32280000000002 -28.89760002450942)
ga.erl.mineview.333393,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333393,Wagon Pass,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333393,POINT (124.62802008339999 -17.17365406026003)
ga.erl.mineview.333395,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333395,Mount Cobalt,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333395,POINT (140.4910138913 -21.736026685142853)
ga.erl.mineview.333396,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333396,Tick Hill,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333396,POINT (139.9256199981 -21.648930860914273)
ga.erl.mineview.333397,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333397,Mount Perry,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333397,POINT (151.70602673119998 -25.184470397447907)
ga.erl.mineview.333399,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333399,Gilmore,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333399,POINT (144.9276927266 -17.531884603567658)
ga.erl.mineview.333400,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333400,Mount Isa (Cu orebodies),operating mine,Glencore Plc,,,satellite image,100 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333400,POINT (139.47834492 -20.74339212150666)
ga.erl.mineview.333401,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333401,Lauriston Goldfield,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333401,POINT (144.36601308369998 -37.2469903361146)
ga.erl.mineview.333402,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333402,Great Central-Comet,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333402,POINT (145.8589282156 -32.88099544863029)
ga.erl.mineview.333403,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333403,Lewis Ponds,mineral deposit,TriAusMin Limited,,,method unknown,2000 metres,http://www.triausmin.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333403,POINT (149.26717226800002 -33.26131328069018)
ga.erl.mineview.333404,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333404,Potosi,historic mine,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333404,POINT (141.50129999999996 -31.931700029391674)
ga.erl.mineview.333405,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333405,Peak Downs (BHP Coal),operating mine,"BHP Billiton Limited, Mitsubishi Corporation",,,method unknown,2000 metres,"http://www.bhpbilliton.com/, http://www.mitsubishicorp.com/jp/en/index.html",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333405,POINT (148.17306584550002 -22.219914509965637)
ga.erl.mineview.333406,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333406,Amy,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333406,POINT (139.9751984852 -20.90555993583677)
ga.erl.mineview.333407,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333407,Edna May,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333407,POINT (139.8398 -20.818400011612862)
ga.erl.mineview.333409,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333409,O.P.,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333409,POINT (139.0851873704 -19.364590423227913)
ga.erl.mineview.333410,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333410,Stuart,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333410,POINT (140.4720144481 -21.776026745902062)
ga.erl.mineview.333411,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333411,Trekelano,historic mine,,,,method unknown,10 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333411,POINT (139.9030998817 -21.477957323063247)
ga.erl.mineview.333413,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333413,Durham,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333413,POINT (143.474209489 -18.286100215763128)
ga.erl.mineview.333415,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333415,Massidon,mineral deposit,Cristal Mining,,,"State or NT agency supplied location, method unknown",2000 metres,http://www.cristal.com,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333415,POINT (141.34436 -33.130640031198936)
ga.erl.mineview.333416,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333416,Skardon River,operating mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333416,POINT (142.00892642730003 -11.877776324145525)
ga.erl.mineview.333417,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333417,Tuckabianna Group,under development,,,,"company supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333417,POINT (118.1168 -27.486700022162434)
ga.erl.mineview.333418,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333418,Red October,operating mine,Saracen Mineral Holdings Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.saracen.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333418,POINT (122.4141 -29.21660002503646)
ga.erl.mineview.333419,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333419,Santa Ana,historic mine,Gold Fields Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333419,POINT (121.68530000000001 -31.25980002834249)
ga.erl.mineview.333420,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333420,Aphrodite,mineral deposit,Aphrodite Gold Limited,,,"State or NT agency supplied location, method unknown",999 metres,http://www.aphroditegold.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333420,POINT (121.23280000000003 -30.18830002662661)
ga.erl.mineview.333421,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333421,Angus Place,care and maintenance,Banpu Public Company Limited,,,method unknown,1000 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333421,POINT (150.1990187107 -33.34915719651805)
ga.erl.mineview.333422,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333422,Newstan,care and maintenance,Banpu Public Company Limited,,,method unknown,1000 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333422,POINT (151.57688993 -32.9758137299708)
ga.erl.mineview.333423,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333423,Lochiel,mineral deposit,,,,method unknown,1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333423,POINT (138.1896557594 -33.855390850843754)
ga.erl.mineview.333424,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333424,Murloocoppie,mineral deposit,Altona Energy,,,method unknown,1000 metres,http://www.altonaenergy.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333424,POINT (134.3408650303 -28.011060397536554)
ga.erl.mineview.333425,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333425,Bendoc,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333425,POINT (148.8826178855 -37.18590846934814)
ga.erl.mineview.333426,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333426,Goulburn,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333426,POINT (149.7178470872 -34.7453101016696)
ga.erl.mineview.333427,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333427,Bee Hill,historic mine,,,,"State or NT agency supplied location, method unknown",0 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333427,POINT (120.90348000000004 -22.085280013463134)
ga.erl.mineview.333428,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333428,Burraga,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333428,POINT (149.53537922589996 -33.9616116256935)
ga.erl.mineview.333429,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333429,Dalmorton,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333429,POINT (152.4441177908 -29.91189858357705)
ga.erl.mineview.333430,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333430,Georgetown,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333430,POINT (143.5505515434 -18.29272074207121)
